user_id,screen_name,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
525164307,aimplas,AIMPLAS,"Comunidad Valenciana, España",Instituto Tecnológico del Plástico • Soluciones integrales para empresas del sector del plástico. Coordinación de servicios tecnológicos y de proyectos de I+D+i,http://t.co/Z9V3njoZFi,FALSE,5569,1605,137,7664,4506,2012-03-15T08:24:15Z,FALSE,http://t.co/Z9V3njoZFi,http://www.aimplas.es,NA,https://pbs.twimg.com/profile_banners/525164307/1559803787,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1348902144448065542/jIUuacPQ_normal.jpg
